Stock,Distance_Above_VWAP_Pct,Above_VWAP,Distance_Below_VWAP_Pct
SPY,0.05197889791003316,True,
QQQ,0.06495604086405021,True,
IWM,0.1509749654163921,True,
AAPL,0.14126362634817735,True,
MSFT,0.03129736465119006,True,
AMZN,0.193547286136797,True,
META,0.12311371951901552,True,
TSLA,0.5237499096137714,True,
NVDA,0.10795453497350073,True,
JPM,0.7061117244670135,True,
GOOGL,,False,-0.09580315846251752
JNJ,,False,-0.05839756580234744
